text,intent,domain
edit information on platinum account,edit_account,social
want assistance modifying the goddamn user info,edit_account,social
modify details on standard account,edit_account,social
editing data on pro acocunt,edit_account,social
changing information on {{Account Type}} account,edit_account,social
help me to modify my account,edit_account,social
need to change the details on my user profile help me,edit_account,social
correcting information on platinum account,edit_account,social
editing information on account,edit_account,social
modify {{Account Category}} account,edit_account,social
updating information on premium account,edit_account,social
correcting information on standard account,edit_account,social
updating {{Account Type}} account,edit_account,social
modify pro accunt,edit_account,social
edit information on {{Account Type}} account,edit_account,social
